http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Sexava nubila
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestes decoratus
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia leefmansi
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia rufipalpis
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia uniformis
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia defoliara
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia novaeguineae
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestes decoratus
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidia defoliaria
http://www.pestnet.org/fact_sheets/coconut_sexava_treehopper_246.htm, Segestidea novaeguineae
http://www.pestnet.org/fact_sheets/coconut_red_palm_weevil_180.htm, Rhyncophorus ferrugineus
http://www.pestnet.org/fact_sheets/coconut_rhinoceros_beetle__melanesian_057.htm, Scapanes australis
http://www.pestnet.org/fact_sheets/coconut_hispine_beetle_059.htm, Brontispa longissima
http://www.pestnet.org/fact_sheets/coconut_flat_moth_065.htm, Agonoxena argaula
http://www.pestnet.org/fact_sheets/cocoa_weevil_borer_061.htm, Pantorhytes
http://www.pestnet.org/fact_sheets/cocoa_pod_borer_175.htm, Conopomorpha cramerella
http://www.pestnet.org/fact_sheets/cocoa_pod_borer_175.htm, Acrocercops cramerella
http://www.pestnet.org/fact_sheets/cocoa_mirids_274.htm, Helopeltis clavifer
http://www.pestnet.org/fact_sheets/cocoa_mirids_274.htm, Pseudodoniella typica
http://www.pestnet.org/fact_sheets/cocoa_mirids_274.htm, Pseudodoniella laensis
http://www.pestnet.org/fact_sheets/cocoa_mirids_274.htm, Pseudodoniella pacifica
http://www.pestnet.org/fact_sheets/citrus_psyllid_185.htm, Diaphorina citri
http://www.pestnet.org/fact_sheets/citrus_orange_spiny_whitefly_244.htm, Aleurocanthus spiniferus
http://www.pestnet.org/fact_sheets/citrus_glassywinged_sharpshooter_269.htm, Homalodisca vitripennis
http://www.pestnet.org/fact_sheets/citrus_glassywinged_sharpshooter_269.htm, Homalodisca coagulata
http://www.pestnet.org/fact_sheets/citrus_fruit_piercing_moth_113.htm, Eudocima fullonia
http://www.pestnet.org/fact_sheets/citrus_fruit_piercing_moth_113.htm, Othreis fullonia
http://www.pestnet.org/fact_sheets/citrus_leafminer_240.htm, Phyllocnistis citrella
http://www.pestnet.org/fact_sheets/citrus_aphids_249.htm, Toxoptera citricida
http://www.pestnet.org/fact_sheets/citrus_aphids_249.htm, Toxoptera aurantii
http://www.pestnet.org/fact_sheets/cassava_white_peach_scale_052.htm, Pseudaulacaspis pentagona
http://www.pestnet.org/fact_sheets/chinese_cabbage_flea_beetle_166.htm, Phyllotreta undulata
http://www.pestnet.org/fact_sheets/capsicum_aleurotrachelus_whitefly_168.htm, Aleurotrachelus trachoides
http://www.pestnet.org/fact_sheets/capsicum_broad_mite_049.htm, Polyphagotarsonemus latus
http://www.pestnet.org/fact_sheets/cabbage_webworm_114.htm, Hellula undalis
http://www.pestnet.org/fact_sheets/cabbage_heartcentre_caterpillar_078.htm, Crocidolomia pavonana
http://www.pestnet.org/fact_sheets/cabbage_heartcentre_caterpillar_078.htm, Crocidolomia binotalis
http://www.pestnet.org/fact_sheets/cabbage_diamond_back_moth_020.htm, Plutella xylostella
http://www.pestnet.org/fact_sheets/breadfruit_mealybug_184.htm, Icerya aegyptiaca
http://www.pestnet.org/fact_sheets/breadfruit_seychelles_scale_242.htm, Icerya seychellarum
http://www.pestnet.org/fact_sheets/black_cutworm_297.htm, Agrotis ipsilon
http://www.pestnet.org/fact_sheets/bele_abelmoschus_leafminer_256.htm, Acrocercops cathedrae
http://www.pestnet.org/fact_sheets/bele_abelmoschus_shoot_borer_023.htm, Earias vittella
http://www.pestnet.org/fact_sheets/bele_abelmoschus_leafhoppers_039.htm, Amrasca devastans
http://www.pestnet.org/fact_sheets/bele_abelmoschus_leafhoppers_039.htm, Empoasca devastans
http://www.pestnet.org/fact_sheets/bele_abelmoschus_leaf_roller_087.htm, Haritalodes derogata
http://www.pestnet.org/fact_sheets/bele_abelmoschus_leaf_roller_087.htm, Sylepta derogata
http://www.pestnet.org/fact_sheets/bele_abelmoschus_flea_beetle_022.htm, Nisotra basselae
http://www.pestnet.org/fact_sheets/banana_aphid_103.htm, Pentalonia nigronerversa
